seifa_decile_band,sa2_hour_rows,avg_equity_impact_score,avg_disruption_score,avg_delay_observation_rate
middle_deciles_4_7,53,14.8749011572224,18.46877232703132075,0.1080160324898654055
most_disadvantaged_deciles_1_3,29,13.5922304367685,13.97277873561862068,0.0530047384725705890
least_disadvantaged_deciles_8_10,66,10.442300777768,15.53471262624818181,0.0721809803535614012
